iter	RMSE
0	0.9526714562
1	0.9089241402
2	0.8683076594
3	0.8325262513
4	0.7963511701
5	0.7609933334
6	0.727663818
7	0.6967263044
8	0.6660439342
9	0.6363097375
10	0.6095933467
11	0.584242828
12	0.5600038743
13	0.5370340315
14	0.5155911014
15	0.4959425052
16	0.4761178014
17	0.4579649867
18	0.4403110969
19	0.4247514857
20	0.4084043264
21	0.3930446562
22	0.3790945166
23	0.3659906964
24	0.3525478664
25	0.3400996934
26	0.3286704533
27	0.3176144309
28	0.3072150163
29	0.297335074
30	0.287939168
31	0.2800902192
32	0.2720198756
33	0.2643955734
34	0.2567811512
35	0.2502226443
36	0.2436335724
37	0.2371815962
38	0.230959611
39	0.225650828
40	0.2197016318
41	0.2148250322
42	0.2097146164
43	0.2053412266
44	0.2011844925
45	0.197007458
46	0.1932585873
47	0.1894372455
48	0.1855376952
49	0.1821798779
50	0.178960025
51	0.1757090938
52	0.172728334
53	0.1698425115
54	0.1665537434
55	0.1642488375
56	0.1615554932
57	0.1589866185
58	0.1565827242
59	0.1541512741
60	0.1514403601
61	0.149603079
62	0.1475536893
63	0.1459670212
64	0.1436127359
65	0.1420262075
66	0.1403420096
67	0.1389511428
68	0.1375072868
69	0.1360551972
70	0.1346985995
71	0.1334674067
72	0.1318511804
73	0.1307412292
74	0.1295428878
75	0.1284072261
76	0.1269711427
77	0.1259018268
78	0.1248387908
79	0.1240669968
80	0.1229931229
81	0.122178367
82	0.1211226613
83	0.1201548017
84	0.1194389922
85	0.1185255154
86	0.1174008122
87	0.1164930109
88	0.115818903
89	0.1152220493
90	0.1145242952
91	0.1139179581
92	0.1133699235
93	0.1127611915
94	0.1122025637
95	0.1117813161
96	0.1113962993
97	0.1108834051
98	0.1104908977
99	0.1100243299
100	0.109589147
101	0.1091003267
102	0.1084258956
103	0.108011435
104	0.107699568
105	0.1073193481
106	0.1070320529
107	0.1064791239
108	0.1061947175
109	0.1058689364
110	0.1054731614
111	0.1051865316
112	0.1049440275
113	0.1046156005
114	0.1043473166
115	0.1040243519
116	0.1036223018
117	0.1034011277
118	0.1031263186
119	0.1028245559
120	0.1024381292
121	0.102215375
122	0.1020212344
123	0.1017385953
124	0.1015003478
125	0.1013046899
126	0.1011189544
127	0.1009647501
128	0.1007156875
129	0.1004477303
130	0.100236935
131	0.1000555343
132	0.09995189335
133	0.09976629264
134	0.09953839421
135	0.09936790387
136	0.09914005663
137	0.09890325716
138	0.09862623483
139	0.09845906869
140	0.09825520993
141	0.09807782297
142	0.09796636526
143	0.09770951246
144	0.09754794409
145	0.09742866358
146	0.09731227221
147	0.09718533021
148	0.09704351243
149	0.09686705104
150	0.09668006477
151	0.09652707575
152	0.09637909552
153	0.09635057133
154	0.09624286475
155	0.09599932796
156	0.0958187273
157	0.09570931074
158	0.09561497158
159	0.09542535066
160	0.09532407815
161	0.09522337344
162	0.09514530788
163	0.09501957921
164	0.09486828279
165	0.09470501071
166	0.09461894871
167	0.09451582363
168	0.0944464095
169	0.09433402943
170	0.09421238391
171	0.09412131651
172	0.09404716427
173	0.09396916437
174	0.0938246687
175	0.09371444978
176	0.09361282388
177	0.09347275044
178	0.09337384208
179	0.09326267378
180	0.09318607416
181	0.09312814922
182	0.09302768073
183	0.09289611395
184	0.09280821291
185	0.09274832623
186	0.09263315807
187	0.09256423218
188	0.09247929359
189	0.09241534398
190	0.09231677344
191	0.09223590314
192	0.09207506433
193	0.09201608138
194	0.0919112593
195	0.09182426117
196	0.09175949273
197	0.09168414898
198	0.09161711995
199	0.09146840598
200	0.09140509858
201	0.09131247492
202	0.09123464199
203	0.0910861668
204	0.09099054265
205	0.09093521409
206	0.09086697442
207	0.0907834632
208	0.09070019583
209	0.09063399439
210	0.09058847207
211	0.09052662437
212	0.09048095702
213	0.09043885562
214	0.09031454987
215	0.09026412341
216	0.09019214289
217	0.09012243396
218	0.0900533937
219	0.09002555418
220	0.08997560488
221	0.08988726951
222	0.08984532666
223	0.08976189477
224	0.08966605311
225	0.08963080047
226	0.08958841013
227	0.08951652894
228	0.0894904574
229	0.08944392149
230	0.089400094
231	0.08936991116
232	0.08933059055
233	0.08923855841
234	0.08920828637
235	0.08914883848
236	0.08908574754
237	0.08902429688
238	0.08895752941
239	0.0888623735
240	0.08882499675
241	0.08879220217
242	0.08873800784
243	0.0887059977
244	0.08868814677
245	0.08861046186
246	0.08853673232
247	0.08846406813
248	0.08842782801
249	0.08837660272
250	0.08834517694
251	0.08830232097
252	0.08827937217
253	0.08823463594
254	0.08820327082
255	0.08813990222
256	0.08808223894
257	0.08806750079
258	0.08801313966
259	0.08798992831
260	0.0879247578
261	0.08785200001
262	0.0878286783
263	0.08778554083
264	0.08774940902
265	0.0877291448
266	0.08771201543
267	0.08768923043
268	0.08764634715
269	0.0876096588
270	0.08755058611
271	0.08750522061
272	0.08744706903
273	0.08740307937
274	0.08737532821
275	0.08733040503
276	0.0872971033
277	0.08726465697
278	0.08723031492
279	0.08720516407
280	0.08713438874
281	0.08711064515
282	0.0870609564
283	0.0870231527
284	0.08698544699
285	0.08694456145
286	0.08691627108
287	0.08687489084
288	0.08683575021
289	0.08680468305
290	0.08674492856
291	0.08668700415
292	0.08665308853
293	0.08660205933
294	0.08657581201
295	0.08653669571
296	0.08651190799
297	0.08647283225
298	0.086422457
299	0.08637618693
300	0.08633391887
301	0.08629408308
302	0.08627119462
303	0.08622742899
304	0.0861804877
305	0.08613947386
306	0.08611587013
307	0.08607314315
308	0.08603783873
309	0.08599612835
310	0.08595981549
311	0.08592058093
312	0.08588588978
313	0.08584504866
314	0.08579615984
315	0.08576417593
316	0.08574548702
317	0.08571501252
318	0.08569675089
319	0.08566546585
320	0.08563248224
321	0.0855901844
322	0.08556806089
323	0.08553058738
324	0.08550081115
325	0.08547188809
326	0.08544521475
327	0.08541619539
328	0.08537394714
329	0.08534251877
330	0.08531535419
331	0.08524931885
332	0.0852235203
333	0.08518747119
334	0.08514939778
335	0.08511998515
336	0.0850929826
337	0.08505635156
338	0.08500121808
339	0.08498004166
340	0.08496818317
341	0.08495178485
342	0.0849327924
343	0.08490406085
344	0.08484826668
345	0.08481483216
346	0.08477654404
347	0.08476286145
348	0.08474734245
349	0.08473374632
350	0.08471276293
351	0.0846670023
352	0.08463702314
353	0.08460155196
354	0.0845816133
355	0.08454407505
356	0.08452931732
357	0.08448070401
358	0.08447073322
359	0.08441672195
360	0.08438539771
361	0.0843451974
362	0.08431619456
363	0.08428727329
364	0.08424651833
365	0.08423536709
366	0.08418800572
367	0.08413524305
368	0.08411618745
369	0.08410955096
370	0.0840616622
371	0.08403258178
372	0.08402125987
373	0.08399763957
374	0.08396267666
375	0.08393169826
376	0.0839047487
377	0.08389392621
378	0.08388742568
379	0.08386382783
380	0.08382570669
381	0.08380684114
382	0.08379486406
383	0.08374945346
384	0.08372254922
385	0.08368563005
386	0.08367204937
387	0.08361907875
388	0.08358492445
389	0.08356175592
390	0.08354196121
391	0.08349175178
392	0.0834651367
393	0.08344015265
394	0.08341212428
395	0.0833878673
396	0.08336244035
397	0.08333236256
398	0.08331033045
399	0.08328038737
400	0.08323243964
401	0.0831954609
402	0.08316586008
403	0.08314448192
404	0.08312506404
405	0.08307809966
406	0.08307004781
407	0.08304597964
408	0.08299369757
409	0.08296887383
410	0.08294196836
411	0.08291165268
412	0.08289134179
413	0.08287122597
414	0.08283594538
415	0.08282554131
416	0.08281863885
417	0.08279630611
418	0.08279122436
419	0.08276035572
420	0.08273667436
421	0.08272148936
422	0.08270273538
423	0.08267912763
424	0.08265029238
425	0.08262472488
426	0.08261081754
427	0.08258509891
428	0.08257284276
429	0.08256723464
430	0.0825618016
431	0.08253840016
432	0.0825206329
433	0.08249858852
434	0.08244279154
435	0.0824359586
436	0.08243496
437	0.08239735691
438	0.08237827894
439	0.08235718052
440	0.08232218848
441	0.0822825642
442	0.0822797111
443	0.08225994305
444	0.08222751188
445	0.08220214821
446	0.08216260869
447	0.08213595733
448	0.08210592811
449	0.08208478867
450	0.0820671226
451	0.08204983764
452	0.08203362152
453	0.08200612898
454	0.08196374146
455	0.08195597282
456	0.08194910557
457	0.08192442477
458	0.08190947678
459	0.08187776452
460	0.08186665759
461	0.08184414785
462	0.08183538759
463	0.08179381413
464	0.08176712789
465	0.08175284069
466	0.08172875735
467	0.08172194699
468	0.08170522235
469	0.08166320631
470	0.08165052637
471	0.08164399705
472	0.08162002725
473	0.08158330742
474	0.08156472352
475	0.08156056993
476	0.0815434829
477	0.08153887902
478	0.08152856337
479	0.08151753618
480	0.0815067956
481	0.08149386309
482	0.08147216197
483	0.08145310595
484	0.08142811794
485	0.08139380856
486	0.08135648928
487	0.08133654666
488	0.08131968483
489	0.08128973436
490	0.08127281917
491	0.08125953331
492	0.08125168245
493	0.08122786063
494	0.08122744096
495	0.08121101127
496	0.08118579132
497	0.08116355372
498	0.08112612962
499	0.08110745135
500	0.08108499636
501	0.08105742268
502	0.08103311838
503	0.08100996486
504	0.08100596408
505	0.08097418186
506	0.08095846669
507	0.08094595704
508	0.08092876535
509	0.08090077403
510	0.08089101898
511	0.08087646174
512	0.080863336
513	0.08082668677
514	0.08079684116
515	0.08077204246
516	0.08075398059
517	0.08074459634
518	0.08072476019
519	0.08070062293
520	0.08069582002
521	0.08067870164
522	0.08066212387
523	0.08064753957
524	0.08062215679
525	0.08059598313
526	0.08056903853
527	0.08056485284
528	0.08055776077
529	0.08053001767
530	0.0805287737
531	0.08051698557
532	0.0805037146
533	0.08047810911
534	0.08044555555
535	0.0804126009
536	0.08039666793
537	0.08037391632
538	0.08035241201
539	0.08033261001
540	0.08031306899
541	0.08029863988
542	0.08028154437
543	0.08027022514
544	0.08025359782
545	0.08024128442
546	0.08022487421
547	0.08020829135
548	0.08019418574
549	0.08017740144
550	0.0801711961
551	0.08014491033
552	0.08013750897
553	0.08011671071
554	0.08011005291
555	0.08008303836
556	0.08006016276
557	0.08005131279
558	0.08005073447
559	0.08004225611
560	0.08002034731
561	0.08001868239
562	0.08001642458
563	0.08000656632
564	0.08000133304
565	0.07999562758
566	0.07997713775
567	0.07995486744
568	0.07994577023
569	0.07994067004
570	0.07990881228
571	0.07989989088
572	0.07988560038
573	0.07986321892
574	0.07983228595
575	0.07982320003
576	0.07980914749
577	0.07977991506
578	0.07976665478
579	0.07975776623
580	0.07973792724
581	0.07971630154
582	0.07969130093
583	0.07966162677
584	0.07965223813
585	0.07963952679
586	0.07962321913
587	0.07960743018
588	0.07957961731
589	0.07955284723
590	0.0795428327
591	0.07951721623
592	0.07949895545
593	0.07948388615
594	0.07945664893
595	0.0794499362
596	0.07943190892
597	0.07942721077
598	0.07941331315
599	0.07939435855
600	0.07938411994
601	0.07938336496
602	0.0793664447
603	0.07936486192
604	0.07934898586
605	0.07933068085
606	0.07930735516
607	0.07929980936
608	0.07928512024
609	0.07927108484
610	0.07926679489
611	0.07924919392
612	0.07922896668
613	0.07921139178
614	0.07920316018
615	0.07919520763
616	0.07919133073
617	0.07917962232
618	0.07916832859
619	0.07916421457
620	0.0791517309
621	0.07913840243
622	0.07913694901
623	0.07912833385
624	0.07911176639
625	0.07909555036
626	0.0790810361
627	0.07907036438
628	0.07906064962
629	0.07905434672
630	0.07903786776
631	0.07903320226
632	0.07902023258
633	0.07900180056
634	0.07899970075
635	0.07897858215
636	0.07897386694
637	0.07894590679
638	0.07893547618
639	0.07893087432
640	0.07890974408
641	0.07889660494
642	0.07888185382
643	0.0788709126
644	0.07884188478
645	0.07881937963
646	0.07880709179
647	0.07877798929
648	0.07876353201
649	0.07875238445
650	0.07873585111
651	0.07871015611
652	0.07870346025
653	0.07868637908
654	0.07866856104
655	0.07866271342
656	0.07864573372
657	0.07863359112
658	0.07863068315
659	0.07860371042
660	0.07859300219
661	0.07856158346
662	0.07855350543
663	0.07855295088
664	0.07854663766
665	0.07852486516
666	0.07851398018
667	0.07849827984
668	0.07849186155
669	0.07849044091
670	0.07846952547
671	0.07845562824
672	0.07843736442
673	0.0784182705
674	0.07841651945
675	0.07840836107
676	0.07839729006
677	0.07838578673
678	0.07838220396
679	0.0783798035
680	0.07836411249
681	0.07835511219
682	0.07835456579
683	0.07835167985
684	0.07834012067
685	0.07833658491
686	0.07832275832
687	0.07831117345
688	0.07830893057
689	0.0783016989
690	0.0782689972
691	0.07825468871
692	0.0782464375
693	0.07823988609
694	0.07822796408
695	0.07821590692
696	0.0782100379
697	0.07818865581
698	0.07816829405
699	0.07815564513
700	0.07814937743
701	0.07813956216
702	0.07812900123
703	0.07811448957
704	0.07811117983
705	0.07809650633
706	0.07807518145
707	0.07806345997
708	0.0780561593
709	0.07804457001
710	0.07803435985
711	0.07801834815
712	0.07801083694
713	0.07799136874
714	0.07798217411
715	0.07798164302
716	0.07797381644
717	0.07797292353
718	0.07796167825
719	0.07794760703
720	0.07793978854
721	0.07792516477
722	0.07791927766
723	0.07791030739
724	0.07790365821
725	0.07790034516
726	0.07789441307
727	0.07788752945
728	0.07786368748
729	0.07784891127
730	0.07783731828
731	0.07782808974
732	0.07782574915
733	0.07781134525
734	0.07780172414
735	0.07779596933
736	0.07779554834
737	0.07778927704
738	0.07778223736
739	0.07777855177
740	0.07776812657
741	0.07774793812
742	0.07773500809
743	0.07772088413
744	0.07770314329
745	0.07768580585
746	0.07767419423
747	0.07766622976
748	0.07765753306
749	0.07764686412
750	0.0776383881
751	0.07762158743
752	0.07761042727
753	0.07759702259
754	0.0775841442
755	0.07758372449
756	0.0775671372
757	0.07755986467
758	0.07754536208
759	0.07754334319
760	0.07753256301
761	0.07751836926
762	0.07750661271
763	0.07749735606
764	0.07746179645
765	0.07745264286
766	0.0774486869
767	0.07743962109
768	0.07743675005
769	0.07742498083
770	0.07741141603
771	0.07740954237
772	0.07740134094
773	0.07739608355
774	0.07739058689
775	0.07737684089
776	0.0773633421
777	0.0773557354
778	0.07734176052
779	0.07732563751
780	0.07731688073
781	0.07730854201
782	0.0772952259
783	0.07728864383
784	0.07727775041
785	0.07725600168
786	0.07724835114
787	0.07724340326
788	0.07722947077
789	0.077215449
790	0.07720079598
791	0.07718966153
792	0.07716918345
793	0.07714852246
794	0.07712569312
795	0.07710991237
796	0.07709765241
797	0.07709129874
798	0.07707660838
799	0.07706658341
800	0.07706175365
801	0.07705474661
802	0.07705000787
803	0.07704160068
804	0.07702983171
805	0.07702950391
806	0.07701658571
807	0.07700995798
808	0.07699488037
809	0.07698515179
810	0.07697306924
811	0.07695346136
812	0.07693772998
813	0.0769244958
814	0.07690609346
815	0.07690058392
816	0.07688464231
817	0.07686838937
818	0.07685893117
819	0.07684023153
820	0.07683412196
821	0.07682465798
822	0.07681706325
823	0.07680134544
824	0.07678401376
825	0.07677414863
826	0.07676564589
827	0.07676185236
828	0.07675739505
829	0.07674235296
830	0.0767365379
831	0.07673354515
832	0.07672132453
833	0.07670897404
834	0.07670848373
835	0.07670596241
836	0.076698615
837	0.07669541252
838	0.07669103578
839	0.07667348109
840	0.07666632884
841	0.07666156594
842	0.07665765597
843	0.0766546795
844	0.07665064965
845	0.07664644904
846	0.07662116267
847	0.07661450385
848	0.07659021066
849	0.07658257176
850	0.07657576319
851	0.07655974251
852	0.07654228694
853	0.07653020387
854	0.07652650744
855	0.07651437537
856	0.07650947467
857	0.07650596433
858	0.07650153436
859	0.07649324618
860	0.07649286861
861	0.07648166335
862	0.0764730944
863	0.07646353725
864	0.07644392398
865	0.07643633274
866	0.07643320331
867	0.07642459185
868	0.07641352565
869	0.07640246657
870	0.07639182385
871	0.07635971028
872	0.07634358121
873	0.07633962436
874	0.07632491886
875	0.07632089635
876	0.07630035765
877	0.07627981125
878	0.07627543024
879	0.07626148325
880	0.07624984017
881	0.07624561525
882	0.07623547834
883	0.07623522498
884	0.07622999523
885	0.07621812174
886	0.07621212722
887	0.07620460624
888	0.07619283319
889	0.076177414
890	0.07616671423
891	0.07615546259
892	0.07614272075
893	0.07613704883
894	0.07613008256
895	0.07612768262
896	0.07611592914
897	0.0761113076
898	0.07610066717
899	0.07609604777
900	0.07609058183
901	0.07608581996
902	0.07608553813
