iter	RMSE
903	0.07607471397
904	0.07606553402
905	0.07604405001
906	0.07604043824
907	0.07602057995
908	0.07600827534
909	0.07599963979
910	0.07598448967
911	0.07598091601
912	0.07597396577
913	0.07597227185
914	0.07597111428
915	0.07596602832
916	0.07596212654
917	0.07594928168
918	0.07593679905
919	0.0759258022
920	0.07590393181
921	0.07589404297
922	0.07588356117
923	0.07586960996
924	0.07585902936
925	0.07585134697
926	0.07583753351
927	0.07583130528
928	0.07582994563
929	0.07582358475
930	0.07582331164
931	0.07579384454
932	0.07578137413
933	0.07577320341
934	0.07576687134
935	0.07576089785
936	0.0757535635
937	0.07574890327
938	0.07573697934
939	0.07572920135
940	0.07572631915
941	0.07572002842
942	0.07570718175
943	0.0757034093
944	0.07569262638
945	0.07568809579
946	0.07567222929
947	0.07564675737
948	0.07563690731
949	0.07563476339
950	0.07562833259
951	0.07561178554
952	0.07558796769
953	0.07558780721
954	0.07557639901
955	0.07556799821
956	0.07556380413
957	0.07554629173
958	0.07554006828
959	0.07552688158
960	0.07552059812
961	0.0755090276
962	0.07550574824
963	0.07549434917
964	0.07547433925
965	0.07546416032
966	0.07544693417
967	0.07542969753
968	0.07542853749
969	0.07542127523
970	0.07541147184
971	0.07541069495
972	0.07539855654
973	0.07539130453
974	0.07539021314
975	0.07538394593
976	0.07536786689
977	0.07535994179
978	0.07535185361
979	0.07534790067
980	0.07533059638
981	0.07531961353
982	0.07530941728
983	0.07530375106
984	0.07527139596
985	0.0752518692
986	0.07522111159
987	0.0752128519
988	0.07520185901
989	0.07519490911
990	0.07518962952
991	0.07518735957
992	0.07518097261
993	0.0751752239
994	0.07516223286
995	0.07515775507
996	0.07514989569
997	0.07514944922
998	0.07514240161
999	0.07512976135
